account,sales_agent,product,lead_score
Cheers,11,GTX Plus Basic,
Xx-holding,11,GTX Plus Basic,
Golddex,16,MG Advanced,7.000000000000001
Ganjaflex,17,GTXPro,
Scotfind,19,GTXPro,100.0
Vehement Capital Partners,20,GTX Plus Basic,
Zotware,20,MG Special,
Rundofase,0,MG Special,
Kan-code,12,GTXPro,
Zumgoity,23,GTX Plus Pro,
Ganjaflex,24,GTXPro,
Mathtouch,25,GTXPro,
Plussunin,27,GTX Basic,93.0
unknow,3,GTX Plus Basic,
Labdrill,3,MG Advanced,
Faxquote,4,GTX Basic,
Stanredtax,5,GTX Basic,
Dalttechnology,6,GTX Plus Basic,
Y-corporation,11,GTXPro,
Cheers,16,MG Advanced,
unknow,20,MG Special,
Y-corporation,22,GTX Basic,
Singletechno,22,MG Advanced,
Ontomedia,25,GTX Plus Pro,
Konmatfix,26,GTX Plus Pro,
Bioplex,27,GTX Plus Pro,
Zencorporation,29,GTX Plus Pro,
Opentech,3,MG Advanced,2.0
Scotfind,6,GTX Plus Basic,
Singletechno,7,GTX Basic,100.0
Finhigh,10,GTX Plus Pro,
Hottechi,13,GTX Basic,
Faxquote,19,GTXPro,
unknow,20,GTX Basic,0.0
Massive Dynamic,20,GTX Basic,
Conecom,0,GTX Basic,
Domzoom,0,MG Special,
Bioplex,12,GTXPro,100.0
dambase,26,GTXPro,
Konmatfix,26,GTXPro,99.0
Betasoloin,27,GTX Plus Basic,
Gekko & Co,27,GTX Plus Pro,
Iselectrics,27,GTX Plus Pro,
Silis,27,MG Advanced,
Hottechi,2,MG Advanced,
Konex,3,MG Advanced,
Treequote,5,MG Advanced,
Vehement Capital Partners,9,GTK 500,
Bioholding,9,MG Advanced,5.0
The New York Inquirer,17,MG Special,
Gogozoom,18,GTX Basic,100.0
Scottech,18,GTX Plus Basic,
Zoomit,22,GTXPro,0.0
Streethex,0,GTX Basic,
unknow,24,GTX Plus Pro,
Streethex,26,GTX Plus Pro,
Bluth Company,29,GTX Basic,
Ontomedia,29,GTX Plus Pro,
Ganjaflex,29,MG Advanced,
Fasehatice,4,GTX Basic,
Green-Plus,4,GTXPro,
Globex Corporation,5,GTX Basic,
unknow,6,GTX Plus Pro,
unknow,7,GTX Basic,
Cheers,7,GTX Plus Basic,
unknow,9,GTX Plus Basic,
Sonron,9,GTXPro,
unknow,11,GTX Basic,
unknow,11,MG Advanced,
Genco Pura Olive Oil Company,13,GTX Basic,
Initech,15,GTX Basic,
Opentech,15,GTX Plus Basic,
Stanredtax,18,MG Advanced,
Genco Pura Olive Oil Company,18,MG Special,
Faxquote,19,GTX Plus Basic,
unknow,22,GTX Basic,
Plussunin,12,GTX Plus Pro,
Ron-tech,23,GTX Plus Basic,
Silis,24,GTX Plus Basic,
Mathtouch,27,GTXPro,4.0
Donquadtech,27,GTX Basic,
Xx-zobam,27,GTX Basic,
Conecom,2,GTX Plus Pro,
Faxquote,3,MG Advanced,
unknow,4,GTX Plus Basic,
Kan-code,4,MG Advanced,
Labdrill,7,GTX Basic,
unknow,7,GTXPro,
Hottechi,7,GTXPro,
Domzoom,10,GTX Basic,
Globex Corporation,14,GTXPro,
Donquadtech,15,GTX Plus Basic,
unknow,17,GTX Basic,0.0
Initech,20,GTX Plus Pro,
unknow,22,GTX Basic,
Cancity,26,GTXPro,
Gekko & Co,27,GTX Plus Basic,
Betasoloin,28,MG Special,
J-Texon,4,GTX Plus Pro,100.0
Isdom,5,GTXPro,
Finjob,6,GTX Basic,
Nam-zim,6,GTXPro,
Plexzap,6,GTX Basic,
Conecom,14,MG Advanced,2.0
Domzoom,18,MG Special,
unknow,19,MG Advanced,
Lexiqvolax,22,GTXPro,
unknow,12,MG Special,
Zathunicon,24,MG Special,
Hottechi,26,GTXPro,
Betasoloin,27,MG Advanced,
Betatech,8,MG Advanced,100.0
Sonron,9,GTX Basic,
Genco Pura Olive Oil Company,10,MG Special,
Zathunicon,15,GTX Basic,
Zathunicon,15,GTXPro,
Cancity,18,GTX Plus Pro,
Betatech,0,GTX Plus Pro,
Zencorporation,1,GTX Basic,
Yearin,12,GTX Plus Basic,
Sumace,24,MG Special,
unknow,25,MG Special,
Codehow,26,GTX Plus Basic,
Bubba Gump,27,GTX Basic,
Kan-code,27,MG Advanced,
Bioplex,29,GTX Basic,
Massive Dynamic,29,GTX Basic,
Opentech,29,MG Advanced,
Conecom,5,GTX Basic,0.5
Faxquote,6,GTX Basic,
Newex,6,GTXPro,
unknow,9,GTX Plus Basic,0.0
unknow,9,MG Advanced,
Stanredtax,13,GTX Basic,
Initech,17,GTX Plus Pro,
Zathunicon,17,MG Special,
Sumace,17,GTXPro,98.0
unknow,19,MG Advanced,
Kan-code,19,GTX Plus Basic,
Donquadtech,20,MG Special,
unknow,22,GTX Basic,
Scotfind,22,GTX Basic,98.0
Konex,1,GTX Plus Basic,
Zathunicon,1,MG Special,
Vehement Capital Partners,12,GTXPro,
Statholdings,23,GTX Plus Pro,
Gogozoom,26,GTXPro,
Zencorporation,27,GTXPro,
Finhigh,2,MG Advanced,
Nam-zim,6,GTX Basic,
Donquadtech,7,GTX Plus Basic,
Hatfan,7,GTXPro,
Scotfind,9,GTX Plus Basic,
Funholding,10,GTX Plus Pro,100.0
Dalttechnology,11,GTX Basic,
Bubba Gump,15,GTXPro,
Massive Dynamic,15,MG Advanced,
Warephase,18,MG Special,
unknow,19,GTXPro,
unknow,21,MG Advanced,
Treequote,0,GTX Plus Basic,
unknow,1,GTXPro,
Statholdings,26,GTX Basic,
Finhigh,8,GTX Plus Pro,
Newex,9,MG Advanced,
unknow,11,GTX Plus Pro,0.0
Rundofase,13,GTX Basic,
Mathtouch,15,GTX Plus Pro,0.0
Faxquote,19,GTX Basic,99.0
Goodsilron,20,GTXPro,
Bioplex,20,GTX Plus Pro,
The New York Inquirer,1,MG Special,
Sumace,12,GTXPro,
Vehement Capital Partners,24,MG Advanced,4.0
Zencorporation,24,GTXPro,
Fasehatice,25,GTX Basic,
Sumace,25,GTX Plus Pro,1.0
Zathunicon,25,GTX Plus Pro,
Mathtouch,25,GTXPro,
Betatech,26,GTX Basic,
Genco Pura Olive Oil Company,26,GTXPro,100.0
Ron-tech,26,GTXPro,100.0
Toughzap,2,GTXPro,
Warephase,2,GTXPro,
unknow,3,MG Advanced,
J-Texon,3,GTX Plus Basic,
Fasehatice,3,MG Advanced,
J-Texon,6,GTXPro,
Sonron,6,GTX Plus Pro,100.0
Bioholding,8,GTX Basic,
Y-corporation,9,GTX Plus Pro,
Rangreen,13,GTX Plus Basic,2.0
Statholdings,13,MG Special,
Genco Pura Olive Oil Company,14,GTX Plus Basic,100.0
Conecom,14,GTX Plus Pro,
Xx-zobam,15,MG Advanced,
unknow,16,GTX Basic,0.0
Rundofase,19,GTX Basic,
Scotfind,19,GTX Plus Basic,0.0
Scotfind,22,GTX Plus Basic,
Singletechno,22,GTX Plus Pro,
Conecom,0,GTX Plus Basic,
Kan-code,1,GTX Basic,
Massive Dynamic,12,GTX Basic,
Funholding,23,MG Advanced,
unknow,24,GTX Basic,0.0
Kinnamplus,24,MG Special,
Silis,25,MG Advanced,
Gogozoom,26,GTXPro,
Dalttechnology,28,MG Special,100.0
Finjob,3,MG Advanced,
Goodsilron,4,GTX Plus Pro,
unknow,6,MG Advanced,
Labdrill,6,GTX Basic,93.0
Nam-zim,6,MG Advanced,
Y-corporation,7,GTX Basic,1.0
Kan-code,7,GTX Plus Pro,
Rangreen,8,GTX Plus Pro,100.0
unknow,11,GTXPro,
Newex,11,GTX Basic,
Bioholding,13,GTX Basic,
Condax,13,GTX Plus Basic,
Stanredtax,13,MG Special,
Toughzap,13,MG Advanced,
The New York Inquirer,15,GTXPro,100.0
Umbrella Corporation,17,GTXPro,
Kan-code,22,GTX Plus Basic,100.0
unknow,12,GTX Basic,0.0
dambase,23,MG Special,0.0
unknow,24,GTX Basic,
Xx-zobam,24,MG Advanced,
Toughzap,26,GTXPro,
Bluth Company,27,GTXPro,99.0
Iselectrics,27,MG Advanced,
Acme Corporation,29,MG Special,
Bioplex,29,MG Advanced,
Domzoom,2,GTX Plus Basic,
Goodsilron,3,MG Advanced,
Stanredtax,5,MG Advanced,
Hottechi,5,GTX Plus Basic,100.0
unknow,6,GTXPro,
unknow,9,GTXPro,
Sonron,9,GTX Plus Basic,2.0
Y-corporation,9,GTX Basic,
Warephase,13,MG Advanced,
Konex,19,MG Advanced,1.0
Massive Dynamic,20,MG Advanced,100.0
Scottech,0,GTX Basic,68.0
unknow,1,GTX Plus Pro,
Initech,12,GTX Basic,99.0
Ontomedia,12,GTXPro,
Kan-code,24,GTX Plus Basic,
Rangreen,26,GTX Plus Pro,
Statholdings,26,GTXPro,
Cancity,26,MG Advanced,
Plussunin,27,GTX Basic,100.0
Xx-zobam,27,GTX Basic,
Plusstrip,28,GTXPro,
Domzoom,2,GTXPro,2.0
unknow,4,GTX Plus Pro,
Goodsilron,4,GTX Plus Basic,
Dontechi,5,MG Advanced,97.0
Finjob,6,GTX Basic,
Labdrill,6,GTX Plus Basic,
Rantouch,6,MG Special,
Scottech,10,GTX Plus Basic,
Zumgoity,10,GTX Plus Basic,
Codehow,14,GTX Plus Basic,
Xx-zobam,15,MG Advanced,
Condax,16,MG Special,
Dalttechnology,16,MG Special,
Globex Corporation,18,MG Special,
Betatech,18,GTX Plus Pro,
Hottechi,19,MG Special,
Singletechno,19,MG Special,99.0
Goodsilron,19,MG Advanced,
unknow,20,MG Advanced,
unknow,21,GTX Plus Pro,
Konex,21,MG Advanced,
unknow,22,GTX Plus Basic,0.0
Betatech,0,GTX Basic,
Mathtouch,1,GTX Plus Pro,
Plussunin,24,MG Advanced,0.0
Ganjaflex,25,GTX Basic,
Iselectrics,27,GTX Basic,
Green-Plus,28,MG Special,
Treequote,2,GTXPro,0.0
Dontechi,2,GTXPro,
Cheers,4,GTX Plus Basic,
Blackzim,7,GTX Plus Pro,
Gogozoom,8,MG Advanced,
Plexzap,9,GTX Plus Basic,
unknow,11,GTX Plus Basic,
unknow,11,GTX Plus Basic,
Bluth Company,11,MG Advanced,2.0
Faxquote,11,GTX Plus Basic,
Nam-zim,11,MG Special,
Dontechi,13,GTX Basic,
Rundofase,13,GTX Basic,85.0
Codehow,14,MG Special,
Zotware,17,GTX Plus Pro,
The New York Inquirer,17,MG Special,
Domzoom,18,MG Special,
unknow,22,GTX Plus Basic,
Y-corporation,22,GTX Plus Pro,
dambase,0,GTX Basic,
Ganjaflex,12,GTX Basic,
Sumace,12,GTXPro,
Conecom,23,GTX Basic,
Xx-zobam,24,GTX Basic,
Konex,24,GTX Plus Pro,100.0
Y-corporation,25,GTX Plus Basic,
Codehow,26,MG Special,
Conecom,26,GTXPro,100.0
Ganjaflex,27,GTX Basic,
Cancity,2,GTX Plus Basic,100.0
Zumgoity,2,GTXPro,100.0
unknow,3,MG Advanced,
Plexzap,3,MG Advanced,98.0
Lexiqvolax,4,GTX Plus Pro,
Dalttechnology,4,MG Advanced,95.0
Rundofase,5,GTX Basic,
Rantouch,7,GTX Plus Basic,
Kan-code,7,GTXPro,100.0
Sonron,7,GTXPro,
Bioholding,8,GTX Basic,
Sunnamplex,9,MG Special,6.0
Goodsilron,9,GTK 500,95.0
Isdom,10,GTX Plus Basic,99.0
Domzoom,10,MG Advanced,
unknow,11,GTX Plus Basic,
Codehow,13,MG Advanced,
Betatech,14,GTX Basic,
Kan-code,15,GTX Plus Basic,100.0
unknow,16,MG Special,0.0
Bubba Gump,17,MG Special,
Globex Corporation,18,MG Special,
Kan-code,20,MG Advanced,99.0
Ontomedia,20,MG Advanced,
Umbrella Corporation,12,MG Advanced,99.0
Donquadtech,25,GTXPro,
Genco Pura Olive Oil Company,26,GTX Basic,
Rundofase,26,GTXPro,
Zathunicon,27,MG Advanced,100.0
Inity,2,GTX Plus Pro,
Condax,3,MG Advanced,
unknow,4,GTX Plus Pro,0.0
Hatfan,4,GTX Basic,64.0
Faxquote,4,GTX Plus Pro,
Rundofase,8,GTX Basic,
Cheers,9,GTX Basic,
Bioplex,11,MG Special,9.0
Genco Pura Olive Oil Company,13,MG Special,
Zencorporation,15,GTX Plus Basic,
Mathtouch,15,GTX Plus Pro,100.0
Dontechi,18,MG Special,
Conecom,0,MG Special,
Hottechi,0,MG Advanced,
Kinnamplus,1,MG Special,
Kan-code,1,GTX Plus Basic,99.0
Betasoloin,12,GTX Plus Basic,
Donquadtech,12,GTXPro,
Massive Dynamic,12,GTXPro,
unknow,24,GTXPro,
Treequote,26,MG Advanced,0.0
Genco Pura Olive Oil Company,26,GTX Basic,
Stanredtax,26,MG Special,91.0
Opentech,27,GTX Basic,
Hottechi,28,GTX Plus Pro,0.0
Silis,29,GTX Basic,
Plussunin,29,GTX Basic,98.0
Hottechi,2,MG Advanced,
Treequote,2,MG Advanced,99.0
Rundofase,8,GTX Plus Basic,
Inity,10,MG Advanced,
Rantouch,11,GTX Plus Basic,
Streethex,13,GTX Basic,
Konmatfix,13,MG Special,
Vehement Capital Partners,15,GTX Plus Pro,
Kan-code,15,MG Advanced,
Singletechno,16,MG Advanced,
Ron-tech,18,MG Special,100.0
Warephase,18,MG Special,
Xx-holding,19,GTX Basic,
Zoomit,19,GTX Plus Basic,
Goodsilron,19,GTXPro,
Xx-holding,20,GTX Basic,
Umbrella Corporation,20,GTXPro,
Gekko & Co,20,MG Special,
Iselectrics,21,MG Advanced,
unknow,22,GTXPro,0.0
Doncon,22,GTX Basic,
Rantouch,22,GTX Plus Pro,
Dontechi,0,MG Advanced,
Conecom,0,GTX Basic,
Kinnamplus,1,GTX Plus Basic,
Betatech,23,GTX Plus Pro,
Codehow,26,GTX Plus Pro,100.0
Cancity,26,GTXPro,
Conecom,26,MG Advanced,
Mathtouch,27,GTX Basic,
Donquadtech,27,GTX Plus Basic,
unknow,28,MG Advanced,
Scottech,5,GTX Basic,
Condax,6,MG Special,92.0
Xx-holding,7,GTX Basic,
Kan-code,7,GTXPro,
Sunnamplex,7,GTXPro,
Gogozoom,8,GTX Basic,
Nam-zim,11,GTX Plus Basic,
unknow,16,GTX Basic,
Rantouch,16,GTX Basic,
Condax,18,MG Special,
Hottechi,18,MG Special,
Rantouch,19,GTX Basic,
unknow,19,GTX Basic,0.0
unknow,19,MG Special,
The New York Inquirer,20,MG Special,
unknow,22,GTX Basic,
Singletechno,22,GTXPro,
Labdrill,22,GTXPro,
Globex Corporation,0,MG Special,
Rundofase,0,MG Special,
Donquadtech,1,GTX Plus Pro,
Globex Corporation,12,GTXPro,7.000000000000001
Ganjaflex,12,MG Advanced,
Sumace,25,GTXPro,
Toughzap,26,GTXPro,
Konmatfix,26,GTX Plus Basic,
Silis,29,GTX Basic,
Dontechi,5,GTX Plus Basic,
unknow,7,GTXPro,
Goodsilron,7,GTX Basic,100.0
J-Texon,7,GTX Basic,
Genco Pura Olive Oil Company,8,GTX Basic,100.0
Conecom,10,GTX Basic,
Funholding,10,GTX Plus Basic,
Fasehatice,11,GTX Plus Basic,
Globex Corporation,13,GTX Plus Basic,
unknow,19,MG Special,
unknow,21,GTX Plus Pro,
unknow,22,GTX Basic,
Green-Plus,22,GTX Basic,
Codehow,0,GTX Basic,
Rangreen,0,GTX Basic,
Genco Pura Olive Oil Company,0,MG Advanced,
unknow,12,MG Advanced,
dambase,23,MG Special,
Zencorporation,24,GTX Plus Basic,1.0
unknow,25,GTX Basic,
Acme Corporation,25,GTX Plus Basic,
Streethex,26,GTX Plus Basic,
Y-corporation,4,MG Advanced,100.0
Hottechi,5,GTX Plus Basic,3.0
Golddex,6,GTXPro,
Y-corporation,6,MG Special,
Sunnamplex,6,MG Advanced,
Funholding,8,GTX Basic,
Faxquote,9,MG Advanced,0.0
Stanredtax,10,GTX Basic,
Xx-holding,11,GTX Basic,
Bioholding,14,GTXPro,
Treequote,14,GTXPro,
Kan-code,15,GTX Basic,
Gekko & Co,15,MG Advanced,
Plussunin,17,MG Advanced,
Finhigh,18,MG Special,0.0
Cheers,19,GTXPro,
Acme Corporation,22,GTXPro,8.0
unknow,22,GTXPro,0.0
Blackzim,22,GTXPro,
Toughzap,0,GTX Plus Pro,
Massive Dynamic,1,GTX Plus Basic,
unknow,12,MG Advanced,
unknow,25,GTX Basic,
Acme Corporation,25,GTX Plus Basic,
Opentech,25,GTX Plus Pro,
Condax,25,MG Advanced,
Streethex,26,GTXPro,
Donquadtech,27,GTXPro,
Cheers,3,MG Advanced,
Singletechno,4,GTX Plus Pro,
Sunnamplex,4,MG Special,
Domzoom,5,MG Special,
unknow,6,GTX Basic,0.0
Cancity,8,GTX Basic,
dambase,8,GTX Basic,
Rangreen,8,GTX Basic,
Codehow,8,GTX Plus Basic,
Blackzim,9,MG Special,
Scottech,10,MG Special,
Bioplex,17,MG Special,20.0
Vehement Capital Partners,17,MG Special,
Domzoom,18,GTX Basic,2.0
Faxquote,19,GTX Basic,99.0
Goodsilron,19,GTX Basic,
Konex,19,GTX Basic,
Newex,20,MG Advanced,
Betasoloin,20,MG Special,
Donware,20,MG Special,100.0
Kan-code,1,GTX Basic,
unknow,12,GTX Basic,0.0
Umbrella Corporation,12,GTX Plus Pro,
Scottech,26,GTX Plus Pro,
Singletechno,28,GTXPro,
Inity,5,GTX Basic,100.0
unknow,7,MG Special,
Kan-code,7,GTX Basic,
Isdom,10,GTX Basic,
Y-corporation,11,GTX Basic,
dambase,13,MG Advanced,98.0
Finhigh,14,MG Advanced,
Ron-tech,14,MG Advanced,
Acme Corporation,15,GTX Basic,
Xx-holding,16,GTX Plus Basic,
unknow,17,GTX Plus Basic,
Konex,17,MG Advanced,1.0
Domzoom,18,MG Advanced,1.0
Dontechi,18,MG Advanced,
Warephase,20,MG Special,
Gekko & Co,20,MG Special,0.0
Hottechi,22,GTX Plus Basic,
Globex Corporation,0,GTX Plus Pro,
unknow,1,GTX Basic,
unknow,1,GTX Plus Basic,
Bluth Company,12,GTX Basic,
Scottech,23,MG Special,
Donquadtech,24,GTX Basic,
Xx-zobam,24,GTXPro,
Funholding,26,GTXPro,
Vehement Capital Partners,27,GTXPro,100.0
Hottechi,28,GTXPro,
Donware,29,GTXPro,
Bioholding,2,GTX Plus Pro,
Stanredtax,2,MG Advanced,
unknow,4,GTX Plus Basic,
Y-corporation,4,GTX Basic,
Dontechi,7,GTX Basic,
Blackzim,7,GTX Plus Pro,
Singletechno,9,MG Advanced,
Blackzim,11,GTX Plus Basic,4.0
Toughzap,13,GTX Plus Pro,
Isdom,14,GTX Plus Basic,
Condax,17,GTX Plus Pro,100.0
Dalttechnology,19,GTX Basic,22.0
Kinnamplus,20,MG Special,100.0
unknow,21,GTX Plus Basic,
unknow,21,MG Advanced,
unknow,22,GTXPro,
Vehement Capital Partners,12,MG Advanced,
Bioholding,23,MG Special,
Bubba Gump,24,GTX Plus Basic,
Massive Dynamic,25,GTX Plus Basic,
Ganjaflex,27,GTX Basic,
Xx-zobam,29,MG Advanced,100.0
Rantouch,3,GTX Plus Basic,
Xx-holding,3,MG Advanced,100.0
Gogozoom,5,GTX Basic,
Ron-tech,5,MG Advanced,
Zoomit,6,GTX Basic,
Newex,7,GTXPro,
Scotfind,7,GTXPro,
Finhigh,8,MG Advanced,
Silis,9,GTX Basic,
Singletechno,9,GTX Basic,2.0
Blackzim,9,MG Special,
Faxquote,9,MG Advanced,
Betatech,13,GTX Basic,2.0
Newex,16,MG Special,
Acme Corporation,17,MG Special,
Blackzim,19,MG Special,
Silis,20,GTX Basic,1.0
Y-corporation,22,GTX Basic,
Plusstrip,22,GTX Plus Basic,1.0
Inity,0,GTX Basic,
Hottechi,0,GTX Plus Pro,
Streethex,0,GTX Basic,98.0
Zumgoity,0,MG Special,90.0
Opentech,1,MG Special,
Kan-code,12,GTXPro,
unknow,24,GTX Plus Basic,
Mathtouch,25,GTX Basic,
unknow,25,GTX Basic,
Finhigh,26,GTX Plus Basic,
Bioholding,26,MG Special,
Funholding,26,GTX Basic,
Lexiqvolax,28,MG Advanced,
Isdom,2,GTX Plus Pro,
Toughzap,2,MG Special,89.0
Zotware,4,MG Special,
unknow,4,MG Advanced,
Cheers,4,GTX Basic,0.0
Cheers,6,GTXPro,100.0
Codehow,10,MG Special,
Dalttechnology,11,GTXPro,
Codehow,18,MG Advanced,
unknow,20,MG Special,
Vehement Capital Partners,20,MG Special,96.0
Kan-code,22,GTX Plus Pro,
Streethex,0,GTX Plus Basic,
Gogozoom,0,MG Special,98.0
Finhigh,23,MG Advanced,100.0
Warephase,23,MG Advanced,
Konex,25,GTXPro,100.0
Gekko & Co,29,GTX Plus Basic,
Finhigh,2,GTX Plus Pro,
unknow,4,GTX Plus Pro,
unknow,7,GTX Basic,
unknow,7,GTX Basic,0.0
Kan-code,7,GTX Basic,1.0
Kan-code,11,GTX Plus Pro,
Inity,17,MG Special,
Massive Dynamic,20,MG Special,
Zencorporation,20,GTX Plus Basic,
Newex,22,MG Special,
Inity,0,MG Special,
Scottech,0,MG Special,
Zotware,12,GTX Basic,95.0
Rundofase,23,GTX Plus Basic,
Silis,27,GTX Basic,
unknow,4,MG Advanced,
Lexiqvolax,4,GTX Plus Basic,
J-Texon,4,GTX Basic,
Condax,4,GTX Plus Pro,98.0
Konex,4,GTXPro,
Dalttechnology,6,GTX Basic,
Singletechno,6,MG Advanced,
Green-Plus,7,GTXPro,
J-Texon,7,GTX Basic,
Y-corporation,7,GTX Basic,
Codehow,8,GTX Basic,
Cheers,11,GTX Basic,
Sunnamplex,11,GTXPro,
Konmatfix,13,MG Advanced,
Conecom,18,GTX Basic,
Goodsilron,19,MG Special,
unknow,22,MG Special,
Funholding,0,MG Special,
Finjob,12,GTX Basic,25.0
Opentech,12,GTX Plus Pro,
Streethex,23,MG Advanced,
Initech,24,GTX Plus Basic,100.0
Globex Corporation,26,GTX Plus Basic,
Treequote,26,GTXPro,0.0
Finjob,28,GTX Basic,
Labdrill,28,GTX Plus Basic,
Warephase,2,GTX Basic,
Hatfan,3,MG Special,
Y-corporation,3,MG Special,
unknow,6,GTXPro,
Newex,6,GTXPro,100.0
Isdom,8,GTX Plus Basic,98.0
Dontechi,8,GTX Plus Pro,
Nam-zim,9,GTXPro,
Sonron,11,GTX Basic,93.0
Labdrill,11,GTXPro,
Finhigh,14,GTX Plus Basic,
Umbrella Corporation,17,MG Special,
Kinnamplus,17,MG Advanced,
Gogozoom,18,MG Special,100.0
Hottechi,18,MG Special,
Finjob,19,MG Special,
Scotfind,22,GTX Basic,98.0
Inity,0,GTX Plus Basic,
Streethex,0,MG Special,
Warephase,0,MG Special,
Donquadtech,1,GTX Plus Pro,
unknow,12,MG Advanced,
Konmatfix,23,GTX Plus Pro,
Rundofase,23,MG Advanced,
Massive Dynamic,24,MG Special,
Rundofase,26,GTX Basic,
Globex Corporation,26,GTX Plus Basic,99.0
Sumace,28,MG Special,9.0
Donware,29,MG Special,
Singletechno,3,GTX Plus Basic,
Hottechi,7,GTX Basic,
Dalttechnology,7,GTXPro,
Singletechno,7,GTXPro,
unknow,9,GTX Basic,
Isdom,13,MG Special,99.0
Sunnamplex,16,MG Special,
Dalttechnology,22,GTXPro,
Sunnamplex,22,GTXPro,99.0
unknow,1,GTX Plus Basic,0.0
Gekko & Co,12,MG Advanced,
Mathtouch,12,MG Advanced,
unknow,25,GTXPro,0.0
Massive Dynamic,25,GTX Basic,
Dontechi,26,GTXPro,
Ron-tech,26,GTXPro,
dambase,26,MG Special,
Betasoloin,27,GTXPro,
Golddex,28,MG Advanced,
Xx-zobam,29,GTXPro,
Streethex,2,GTX Basic,
Finhigh,2,MG Special,
unknow,3,MG Advanced,
The New York Inquirer,9,GTX Basic,4.0
unknow,9,GTX Plus Pro,
Isdom,10,GTX Basic,
Hatfan,11,GTX Plus Basic,100.0
Blackzim,11,MG Advanced,
Streethex,13,GTX Basic,98.0
Isdom,13,MG Advanced,100.0
Condax,15,GTX Plus Basic,
Nam-zim,16,MG Special,
Nam-zim,19,GTX Plus Pro,0.0
Finjob,19,MG Advanced,
Scotfind,19,GTX Basic,
Faxquote,22,GTXPro,
Massive Dynamic,12,MG Advanced,
Umbrella Corporation,12,GTX Basic,
Betasoloin,12,GTXPro,
Codehow,26,GTX Plus Basic,100.0
Treequote,26,GTXPro,100.0
Rangreen,26,MG Special,92.0
Dontechi,26,MG Advanced,
Blackzim,28,GTX Basic,
Cheers,28,GTK 500,
Donware,29,GTX Plus Pro,
Rundofase,2,MG Advanced,
unknow,7,GTXPro,
Finjob,7,GTXPro,
Kan-code,7,GTXPro,
Y-corporation,7,GTXPro,
Genco Pura Olive Oil Company,8,GTX Plus Pro,
Xx-holding,11,GTX Plus Basic,
Cancity,13,GTX Plus Pro,
Bubba Gump,17,GTX Plus Pro,100.0
Isdom,18,MG Special,100.0
Zoomit,19,MG Special,
Gekko & Co,20,GTXPro,99.0
Bioplex,20,MG Special,100.0
unknow,21,GTX Plus Basic,
Inity,0,GTX Basic,
unknow,1,GTX Plus Basic,
Donquadtech,1,GTXPro,
Betasoloin,1,MG Special,
Bluth Company,12,GTXPro,96.0
Vehement Capital Partners,24,GTXPro,100.0
unknow,25,GTX Plus Pro,
Zencorporation,25,GTX Plus Pro,
Rundofase,26,GTX Basic,
Finjob,3,MG Special,
Iselectrics,6,GTX Basic,
Konex,6,GTX Plus Basic,23.0
Finjob,7,GTX Basic,
Kan-code,7,GTX Basic,
Treequote,8,MG Advanced,100.0
unknow,9,GTXPro,
Cheers,9,MG Special,
Newex,11,MG Special,
dambase,13,GTX Basic,
Betatech,13,GTX Basic,
Golddex,16,MG Special,
Hatfan,16,MG Special,
Xx-holding,16,MG Advanced,0.0
unknow,17,GTX Plus Pro,
Xx-holding,19,GTXPro,
Cheers,22,GTX Basic,
Genco Pura Olive Oil Company,0,GTX Plus Pro,
Plussunin,12,GTX Basic,
Vehement Capital Partners,12,GTX Basic,
unknow,24,GTX Basic,0.0
Konmatfix,24,GTX Plus Basic,
Plussunin,24,GTXPro,3.0
Codehow,26,MG Special,
Faxquote,28,MG Special,99.0
Sumace,29,MG Advanced,98.0
unknow,3,GTX Plus Basic,
Singletechno,3,GTX Plus Basic,
unknow,7,GTX Plus Pro,
Cheers,7,GTX Basic,
Scotfind,7,GTX Basic,
Green-Plus,7,MG Special,
Silis,15,GTXPro,
Ontomedia,15,MG Advanced,100.0
Finhigh,16,GTX Plus Pro,
Bioplex,17,MG Special,1.0
Dontechi,18,GTX Plus Pro,
Genco Pura Olive Oil Company,18,MG Special,
Statholdings,18,MG Advanced,
unknow,19,GTX Plus Pro,
unknow,20,GTX Basic,
unknow,20,MG Special,
unknow,20,MG Special,0.0
Gekko & Co,21,GTXPro,99.0
Newex,22,GTX Plus Basic,100.0
Singletechno,22,MG Special,96.0
Warephase,0,GTX Plus Basic,
Donware,12,GTX Plus Pro,
Plussunin,12,GTX Basic,
Konmatfix,23,GTX Basic,
Rundofase,23,MG Special,99.0
Scottech,26,GTXPro,
Scotfind,28,MG Special,
Mathtouch,29,GTX Plus Pro,100.0
unknow,4,GTX Basic,
Sonron,4,GTX Basic,
Bioholding,5,GTX Plus Basic,
Sonron,6,GTX Basic,
Hottechi,6,GTX Plus Basic,99.0
Singletechno,6,GTXPro,
Labdrill,6,MG Advanced,
Singletechno,7,GTXPro,
Groovestreet,9,GTX Plus Basic,
Konex,9,MG Special,
Treequote,10,GTX Plus Pro,
Betatech,10,MG Advanced,
unknow,11,GTX Basic,
Finhigh,13,MG Advanced,
unknow,16,MG Advanced,
Rangreen,17,MG Advanced,13.0
unknow,19,MG Special,
Bluth Company,21,MG Advanced,
Plexzap,22,GTX Plus Pro,
Nam-zim,12,GTX Plus Basic,
Acme Corporation,12,GTX Plus Basic,
Umbrella Corporation,12,GTXPro,
Zotware,24,GTX Basic,98.0
